,camis,inspection_date,dba,score_y,street
1035,50046425,2019-05-30,2 BROS PIZZA,12.0,8TH AVE
1037,40376204,2019-05-30,PORTOFINO,5.0,ASCAN AVENUE
1038,41696878,2019-05-30,99¢ HOT PIZZA,11.0,LIVINGSTON STREET
1039,50090589,2019-05-30,PAPA JOHN'S,12.0,ROCKAWAY BLVD
1040,41189848,2019-05-30,SAMS FAMOUS PIZZA,6.0,EAST  116 STREET
1041,50064388,2019-05-30,PASTAI,11.0,9TH AVE
1042,40725471,2019-05-30,GENTE,12.0,EAST   45 STREET
1043,50062741,2019-05-30,LA ROMANA PIZZERIA,5.0,GRAND ST
1044,50060439,2019-05-30,LA VERA PIZZA,10.0,2ND AVE
1045,41620905,2019-05-30,IL TINELLO RISTORANTE,11.0,WEST   56 STREET
1046,50064456,2019-05-30,JOHN'S OF 12TH STREET,10.0,E 12TH ST
1047,41456225,2019-05-30,PREVITI PIZZA,12.0,EAST   41 STREET
1048,50087832,2019-05-30,BELLA PIZZA COFFEE BAR,13.0,JUNCTION BLVD
1049,50055657,2019-05-30,TRENTA TRE PIZZERIA,12.0,MADISON AVE
1050,41535549,2019-05-30,PRONTO PIZZA,11.0,FOREST AVENUE
1052,50014199,2019-05-29,GNOCCHERIA BY LUZZO'S,13.0,E 4TH ST
1053,41283835,2019-05-29,GOTTINO,12.0,GREENWICH AVENUE
1054,50039009,2019-05-29,ALITALIA MICHELANGELO LOUNGE,5.0,jfk intl airport
1055,40561162,2019-05-29,BRICCO RESTAURANT,29.0,WEST   56 STREET
1056,50087039,2019-05-29,BAR CULACCINO,12.0,W 56TH ST
1057,50091996,2019-05-29,RIVOLI PIZZA II,14.0,HUDSON ST
1058,41530258,2019-05-29,OSTERIA AL DODGE,10.0,WEST   44 STREET
1059,40987257,2019-05-29,DELIZIA  RISTORANTE,10.0,1 AVENUE
1060,50066355,2019-05-29,PAPA JOHNS,5.0,W 231ST ST
1062,41261199,2019-05-29,PIZZA EMPORIUM,13.0,AVENUE S
1063,50070163,2019-05-29,PIZZA 13,17.0,JFK AIRPORT
1064,50074057,2019-05-29,THREE BOYS FROM ITALY PIZZERIA,7.0,BURKE AVE
1065,50011998,2019-05-29,MICHAEL'S MEATBALLS & MARTINIS,11.0,HYLAN BLVD
1066,40389114,2019-05-29,SACCO PIZZA,9.0,9 AVENUE
1067,50017029,2019-05-29,RANDAZZO'S PIZZERIA,10.0,DITMAS AVE
1068,40811162,2019-05-28,CARMINE'S,11.0,BROADWAY
1069,50071549,2019-05-28,PEDRO'S KITCHEN & PIZZA,6.0,METROPOLITAN AVE
1070,40374834,2019-05-28,CASA BELLA,8.0,MULBERRY STREET
1071,40661232,2019-05-28,BELMORA PIZZA & RESTAURANT,12.0,EAST   57 STREET
1072,40645559,2019-05-28,BAYRIDGE PIZZA,10.0,5 AVENUE
1073,41706176,2019-05-28,FORNO SICILIANO,13.0,DITMARS BOULEVARD
1074,50004282,2019-05-28,PIZZA HUT,2.0,AVENUE D
1075,50069996,2019-05-28,FRANK PIZZERIA,7.0,FULTON ST
1076,50089179,2019-05-28,GRAMMA'S PIZZA,22.0,FEATHERBED LN
1077,41247493,2019-05-28,MY PLACE FAMILY PIZZA,12.0,EAST  198 STREET
1078,41271801,2019-05-25,PINO'S,10.0,5 AVENUE
1079,50087522,2019-05-25,FONTANAS,10.0,RALPH AVE
1081,40949455,2019-05-24,NAPLES 45 RESTAURANT,13.0,PARK AVENUE
1082,50078941,2019-05-24,MEMORIA,39.0,2ND AVE
1083,50087778,2019-05-24,99C PIZZA,9.0,E HOUSTON ST
1084,50080206,2019-05-24,La Amistad Pizzeria & Grill,6.0,2ND AVE
1085,50007103,2019-05-24,CARROLL PLACE,21.0,BLEECKER ST
1086,41191334,2019-05-24,EAST VILLAGE PIZZA AND KEBAB,9.0,1 AVENUE
1087,50076453,2019-05-24,99C PIZZA,12.0,E BROADWAY
1088,50053856,2019-05-24,UNICO,9.0,SULLIVAN ST
1089,41689915,2019-05-23,TRIPLE T PIZZA & BURGERS,4.0,BOSTON ROAD
1090,50070943,2019-05-23,PAPA JOHN'S PIZZA NW HARLEM,9.0,AMSTERDAM AVE
1091,50012221,2019-05-23,ANDALUCIA BAR & LOUNGE,9.0,BUSHWICK AVE
1092,50072107,2019-05-23,UNCLE TONY'S PIZZA,2.0,AMSTERDAM AVE
1094,40716299,2019-05-23,CHUCK E. CHEESE'S,28.0,SOUTH AVENUE
1095,41380675,2019-05-23,MAMA RAO'S RESTAURANT & BAR,12.0,11 AVENUE
1096,41517086,2019-05-23,GIUSEPPINA'S BRICK OVEN,35.0,6 AVENUE
1097,50088830,2019-05-23,WILLIAMSBURG PIZZA,11.0,2ND AVE
1098,41564000,2019-05-23,SOFIA'S LITTLE ITALY,8.0,MULBERRY STREET
1099,41459621,2019-05-23,GINO'S BRICK OVEN PIZZA & TRATTORIA,10.0,FLATBUSH AVENUE
1100,50087112,2019-05-23,MAESTRO PASTA,11.0,JOHN ST
1101,41569560,2019-05-23,DOMINO'S,7.0,BOSTON ROAD
1102,40708523,2019-05-22,IL POSTO ACCANTO,13.0,EAST    2 STREET
1104,50070952,2019-05-22,PAPA JOHN'S PIZZA ELMHURST,13.0,CORONA AVE
1105,40940996,2019-05-22,DOMINO'S,10.0,CORONA AVENUE
1106,40717234,2019-05-22,PINE BAR & GRILL,13.0,EASTCHESTER ROAD
1107,50089425,2019-05-22,PIZZA & PASTA CITY,5.0,108TH ST
1108,41235245,2019-05-22,LA LANTERNA DI VITTORIO,13.0,MACDOUGAL STREET
1109,41591310,2019-05-22,STARBUCKS,3.0,ROCKAWAY BOULEVARD
1110,50058050,2019-05-22,WOODHAVEN CAFE & PIZZERIA,7.0,CROSSBAY BLVD
1111,41250834,2019-05-22,IL NOCELLO RISTORANTE ITALIANO,12.0,150 STREET
1112,41283963,2019-05-22,PAPA JOHN'S,9.0,5 AVENUE
1113,40400710,2019-05-22,IL BUCO RESTAURANT,21.0,BOND STREET
1114,40932233,2019-05-22,CELESTE,12.0,AMSTERDAM AVENUE
1115,41378790,2019-05-22,STELLA'S PIZZA,9.0,9 AVENUE
1116,50006098,2019-05-21,SCALINO G.P.,13.0,MANHATTAN AVE
1117,40606331,2019-05-21,PARK ITALIAN GOURMET,12.0,WEST   45 STREET
1118,50075837,2019-05-21,DOMINO'S,9.0,RICHMOND AVE
1119,50088906,2019-05-21,MAGGY'S PIZZA,12.0,LEGGETT AVE
1120,50057596,2019-05-21,MASSONI,12.0,E 31ST ST
1121,41710730,2019-05-21,NORTH SHORE PIZZERIA & RESTAURANT,12.0,FOREST AVENUE
1122,50042380,2019-05-21,LA VELA DINING AND BAR,13.0,11TH AVE
1123,41650149,2019-05-21,83 1/2,10.0,EAST   83 STREET
1124,41690457,2019-05-21,TAVOLA,41.0,9 AVENUE
1125,50010952,2019-05-21,BILLY'S PIZZA PASTA,20.0,BEDFORD AVE
1126,50071065,2019-05-21,AL VAPORETTO,7.0,E 81ST ST
1127,50084683,2019-05-21,BARI'S PIZZA,12.0,4TH AVE
1128,50082518,2019-05-21,PAPA JOHN'S,5.0,NEPTUNE AVE
1129,40893866,2019-05-21,DOMINO'S,3.0,WEST   40 STREET
1130,50001702,2019-05-20,D'ANGELO'S PIZZA,9.0,164 STREET
1131,41337481,2019-05-20,PAPA MIKES BRICK OVEN PIZZA,6.0,20 AVENUE
1132,40384188,2019-05-20,LA MELA RESTAURANT,5.0,MULBERRY STREET
1133,41428195,2019-05-20,FARMERS PIZZERIA,2.0,FARMERS BOULEVARD
1134,50047645,2019-05-20,BOCELLI'S,13.0,HYLAN BLVD
1135,41614202,2019-05-20,BEVACCO RESTAURANT/BINC,8.0,HENRY STREET
1136,41398570,2019-05-20,PRONTO PIZZA,12.0,LIBERTY STREET
1137,41021272,2019-05-20,FIORE'S PIZZA,11.0,BLEECKER STREET
1138,50091455,2019-05-20,272 UPTOWN PIZZA,12.0,W 135TH ST
1139,50062943,2019-05-20,ROSALIA PIZZA,13.0,QUEENS BLVD
1140,50088606,2019-05-20,LORENZO PIZZA,4.0,HYLAN BLVD
1141,40865879,2019-05-20,EURO PIZZA,12.0,RICHMOND AVENUE
1144,40600516,2019-05-18,CAFFE PALERMO,13.0,MULBERRY STREET
1145,40383044,2019-05-18,PIZZA WAGON,8.0,5 AVENUE
1146,41625654,2019-05-18,PICCOLI TRATTORIA,12.0,6 AVENUE
1150,50058447,2019-05-17,DOUGH BOYS PIZZA,12.0,3RD AVE
1151,41109543,2019-05-17,WALDY'S WOOD FIRED PIZZA & PENNE,7.0,6 AVENUE
1152,50072252,2019-05-17,LEGACY RECORDS LOCATED INSIDE HENRY HALL,11.0,W 38TH ST
1153,50033696,2019-05-17,SOLELUNA,7.0,QUEENS BLVD
1154,41575103,2019-05-17,PAPA JOHN'S,2.0,GREENPOINT AVENUE
1155,41458079,2019-05-17,PAULIE GEE,12.0,GREENPOINT AVENUE
1156,50085574,2019-05-16,BC EATS,19.0,BEDFORD AVE
1157,50073624,2019-05-16,JOE JOE PIZZERIA,28.0,HENDERSON AVE
1158,41682041,2019-05-16,NY FRESH PIZZA,10.0,9 AVENUE
1159,50011100,2019-05-16,XOCHIL PIZZA,7.0,5TH AVE
1160,41369327,2019-05-16,MANDUCATIS RUSTICA VIG,13.0,VERNON BOULEVARD
1161,40383284,2019-05-16,VERDI RESTAURANT,11.0,CROSS ISLAND PARKWAY
1163,40402893,2019-05-16,COLUMBUS CITIZENS FOUNDATION,13.0,EAST   69 STREET
1164,40398899,2019-05-16,KNAPP ST PIZZA II,9.0,AVENUE X
1166,41426316,2019-05-16,CARAVAGGIO,10.0,EAST   74 STREET
1167,50008206,2019-05-16,Romeo's Pizza and Pasta,9.0,LIBERTY AVE
1168,41579930,2019-05-16,CECI ITALIAN CUISINE,7.0,WEST   46 STREET
1169,41296408,2019-05-16,BACARO,13.0,DIVISION STREET
1170,50088091,2019-05-16,LULIANO'S WOODFIRED PIZZA & TRATTORIA,10.0,3RD AVE
1171,50084290,2019-05-16,ATTRAVERSA,15.0,BEDFORD STREET
1172,40763881,2019-05-16,GNOCCO,13.0,EAST   10 STREET
1173,41605185,2019-05-16,MERMAID SPORTS BAR,7.0,31 STREET
1174,40369878,2019-05-16,VILLA MOSCONI RESTAURANT,12.0,MACDOUGAL STREET
1175,41554120,2019-05-15,BROOKS 1890 RESTAURANT,10.0,JACKSON AVENUE
1176,50038040,2019-05-15,PZA,4.0,JFK INTL ARPT
1177,50000187,2019-05-15,GRANDMA PIZZA,27.0,AMSTERDAM AVENUE
1178,40952129,2019-05-15,LA VILLA,8.0,5 AVENUE
1180,40546082,2019-05-15,DON PEPI PIZZA,2.0,PENN STATION
1181,50065408,2019-05-15,VILLA PIZZA,14.0,VILLA AVE
1183,40709941,2019-05-15,PEPOLINO,9.0,WEST BROADWAY
1184,50058336,2019-05-15,THE MASPETH PIZZA HOUSE,12.0,60TH ST
1185,50018699,2019-05-14,PAPA JOHN'S,11.0,4TH AVE
1186,40634937,2019-05-14,TRATTORIA I MALATESTA,12.0,WASHINGTON STREET
1187,41157759,2019-05-14,DOMINO'S,7.0,CLARKSON AVENUE
1188,50050704,2019-05-14,99 CENT FRESH PIZZA,4.0,AVE OF THE AMERICAS
1189,41426339,2019-05-14,PIAZZA PIZZA & GRILL,12.0,3 AVENUE
1190,50065691,2019-05-14,LOVERBOY,12.0,AVENUE C
1191,41302113,2019-05-14,GIANO,7.0,EAST    7 STREET
1192,41316105,2019-05-14,MAGNA BAR & RESTAURANT,8.0,FARRINGTON STREET
1193,50057614,2019-05-14,TRAPIZZINO,13.0,ORCHARD ST
1194,50000348,2019-05-14,GINO'S PIZZA EXPRESS,8.0,DRY HARBOR RD
1195,41700297,2019-05-14,JULIANA'S PIZZA,3.0,OLD FULTON STREET
1196,50087336,2019-05-13,FRESCA PIZZA,4.0,E 149TH ST
1197,50003077,2019-05-13,LAURA'S PIZZA,2.0,BAILEY AVE
1198,50070923,2019-05-13,PAPA JOHN'S PIZZA,9.0,JEROME AVE
1199,41408737,2019-05-13,"TACO BELL, PIZZA HUT EXPRESS",12.0,EAST   14 STREET
1200,50042180,2019-05-13,MARIO'S PIZZA 2,9.0,WESTCHESTER AVE
1201,50087174,2019-05-13,PAPA JOHN'S,10.0,BROADWAY
1202,41693709,2019-05-13,LITTLE CAESARS,4.0,JAMAICA AVENUE
1203,50052462,2019-05-13,LUIGI PIZZERIA & RESTAURANT,10.0,35TH AVE
1204,50059864,2019-05-13,GIOVANNI RESTAURANT,11.0,GRAND CONCOURSE
1206,40382652,2019-05-13,TOMMY'S PIZZA,3.0,EAST TREMONT AVENUE
1207,41716092,2019-05-13,DOMINO'S PIZZA,12.0,BROADWAY
1208,40401841,2019-05-13,VILLAGE PIZZA,10.0,8 AVENUE
1209,41391794,2019-05-13,BEST PIZZA ON 1ST.,11.0,1 AVENUE
1210,40873692,2019-05-11,LUIGI'S CATERING,18.0,101 AVENUE
1211,41686481,2019-05-11,OREGANO,18.0,BERRY STREET
1212,40396574,2019-05-11,MONTEBELLO RESTAURANT,10.0,EAST   56 STREET
1213,50087177,2019-05-11,IL DIVO,7.0,2ND AVE
1214,50051436,2019-05-11,GERSI,14.0,COURT ST
1215,40367540,2019-05-11,PICCOLA VENEZIA,96.0,28 AVENUE
1218,50018601,2019-05-10,BELLA PIZZA & RESTAURANT,7.0,LIVINGSTON ST
1221,50062800,2019-05-10,BARDOLINO PIZZA,5.0,LEXINGTON AVE
1222,41052939,2019-05-10,BROTHERS PIZZA RESTAURANT,13.0,4 AVENUE
1223,50051867,2019-05-10,Julie's Pizzeria & Restaurant,12.0,ONDERDONK AVE
1224,50075619,2019-05-10,PAPA JOHN'S,13.0,SUTTER AVE
1225,41695668,2019-05-09,CLAUDINE'S,3.0,SMITH STREET
1226,50085568,2019-05-09,VERO WINE BAR,13.0,2ND AVE
1227,41357256,2019-05-09,PHIL'S PIZZA WEST VILLAGE,9.0,VARICK STREET
1228,41226225,2019-05-09,SABRINA'S BROADWAY PIZZERIA,10.0,BROADWAY
1229,41573716,2019-05-09,FRANKIES 570 SPUNTINO,12.0,HUDSON STREET
1230,50016840,2019-05-09,PAPA JOHN'S,49.0,LAWRENCE ST
1232,41334807,2019-05-09,2 BROS PIZZA,12.0,ST MARKS PLACE
1233,50075286,2019-05-09,Jr's Pizza & Brew Corp,9.0,MACDOUGAL ST
1234,40393044,2019-05-09,SCALINATELLA RESTAURANT,9.0,EAST   61 STREET
1235,41376398,2019-05-09,MASPETH PIZZA,12.0,GRAND AVENUE
1236,50019052,2019-05-09,YANKEE PIZZA RESTAURANT,9.0,AVENUE C
1237,41164644,2019-05-09,DEE'S RESTAURANT,5.0,METROPOLITAN AVENUE
1238,50085254,2019-05-09,PHILOMENA'S,5.0,QUEENS BLVD
1239,50005552,2019-05-09,MJ PIZZA,22.0,1ST AVE
1240,50000869,2019-05-09,GOTHAM PIZZA,11.0,EIGHTH AVE
1241,50000795,2019-05-09,RISOTTERIA MELOTTI,9.0,EAST 5 STREET
1242,50043193,2019-05-09,EL PASO RESTAURANT,11.0,E 110TH ST
1243,40593844,2019-05-09,THE ORIGINAL PIZZA OF 4TH AVE,9.0,4 AVENUE
1244,40390241,2019-05-09,PAPAZZIO RESTAURANT,2.0,BELL BOULEVARD
1245,50043201,2019-05-09,ZIO LUIGI,9.0,QUEENS BLVD
1246,41690381,2019-05-08,C & M PIZZA,12.0,WEBSTER AVENUE
1247,50013395,2019-05-08,Ria Bella,12.0,MANHATTAN AVE
1248,50070957,2019-05-08,PAPA JOHN'S PIZZA,10.0,NATIONAL ST
1249,50076178,2019-05-08,EAT ITALIAN,26.0,ROSSVILLE AVE
1250,41057755,2019-05-08,BAROSA BRICK OVEN,10.0,WOODHAVEN BOULEVARD
1251,41303793,2019-05-08,LITTLE CAESARS,4.0,EAST TREMONT AVENUE
1252,50004682,2019-05-08,I LOVE PIZZA,13.0,3RD AVE
1253,40374395,2019-05-08,EL CARIBE,13.0,STRICKLAND AVE
1254,50075622,2019-05-08,PAPA JOHN'S,11.0,BROADWAY
1255,40999287,2019-05-08,IL COLOSSEO,9.0,18 AVENUE
1256,50074118,2019-05-08,ROBERTA'S PIZZA,9.0,LEXINGTON AVE
1257,50033956,2019-05-08,DJ PIZZA,12.0,E 34TH ST
1258,50087427,2019-05-08,UNCLE FRANKIE'S,21.0,FORT HAMILTON PKWY
1259,50070447,2019-05-08,PAPA JOHN'S PIZZA,7.0,3RD AVE
1260,41539265,2019-05-08,LA CAVA,9.0,2 AVENUE
1261,40371727,2019-05-07,LA PALINA RESTAURANT,12.0,AVENUE O
1262,50078193,2019-05-07,99 CENT TASTY & FRESH PIZZA,2.0,CANAL ST
1263,40400086,2019-05-07,GIARDINO RISTORANTE,7.0,DOUGLASTON PARKWAY
1264,50006232,2019-05-07,LITTLE CAESARS,4.0,WHITE PLAINS RD
1265,50086106,2019-05-07,PIZZA EXPRESS 2,13.0,AVENUE K
1266,50011551,2019-05-07,OBICA MOZZARELLA BAR,10.0,BROADWAY
1267,50086826,2019-05-07,SAL'S PIZZERIA,8.0,LORIMER ST
1268,50091816,2019-05-07,DOMINO'S,8.0,3RD AVE
1269,41015170,2019-05-06,CARMINE'S PIZZA,12.0,GRAHAM AVENUE
1270,41177037,2019-05-06,QUEEN'S PIZZA,42.0,QUEENS BOULEVARD
1271,50077586,2019-05-06,RAMS PIZZA PLUS,13.0,E FORDHAM RD
1272,50053564,2019-05-06,HOUSE PIZZA,10.0,E 204TH ST
1273,41479303,2019-05-06,GOTHAM PIZZA,12.0,1 AVENUE
1274,50002437,2019-05-06,ZAGARA WINE BAR,12.0,7TH AVE
1275,41563704,2019-05-06,FDR 99¢ SLICE PIZZA,3.0,EAST 2ND  STREET
1276,50088311,2019-05-06,CAPPONE'S SALUMERIA,12.0,LEXINGTON AVE
1277,50091813,2019-05-06,DOMINO'S,7.0,JEROME AVE
1278,41398154,2019-05-06,DONA BELLA  PIZZA,12.0,CHURCH STREET
1279,40552366,2019-05-06,GIGI'S PIZZERIA,7.0,FRANCIS LEWIS BOULEVARD
1280,40816768,2019-05-04,TIBERIO DIMARE,11.0,BEACH  116 STREET
1281,50085259,2019-05-04,GRAN TIVOLI,27.0,BROOME ST
1283,50086702,2019-05-03,JUSTINO'S PIZZERIA,12.0,FULTON ST
1284,50080015,2019-05-03,BOTTE BAR,12.0,BROADWAY
1285,50077433,2019-05-03,LITTLE PIZZA,9.0,ASTORIA BLVD
1286,50008221,2019-05-03,BUONA PIZZA RESTAURANT,9.0,BEACH CHANNEL DR
1287,50043710,2019-05-03,ZURILEE,15.0,FLATBUSH AVE
1289,50032991,2019-05-03,MI GARBA,7.0,4TH AVE
1290,50033304,2019-05-02,ASTORIA PIZZA,12.0,30TH AVE
1291,50086179,2019-05-02,OATH PIZZA,3.0,BROADWAY
1292,40388253,2019-05-02,THE PIZZA PLACE,13.0,METROPOLITAN AVENUE
1293,50087521,2019-05-02,iPizzaNY,3.0,9TH AVE
1294,50015967,2019-05-02,L.A. Pizzeria,3.0,JACKSON AVE
1295,50081226,2019-05-02,EDDIE'S NY DELI & PIZZA,7.0,E 116TH ST
1296,40399279,2019-05-02,POMODORO RISTORANTE,10.0,COLUMBUS AVENUE
1297,50087933,2019-05-02,DUE FRATELLI,13.0,QUEENS BLVD
1298,40866304,2019-05-02,DOMINO'S,12.0,STEINWAY STREET
1299,50059778,2019-05-02,EMMY SQUARED,51.0,GRAND ST
1300,50088437,2019-05-02,HELL'S KITCHEN PIZZA,12.0,9TH AVE
1301,40804423,2019-05-02,(LEWIS DRUG STORE) LOCANDA VINI E OLII,10.0,GATES AVENUE
1302,40397243,2019-05-02,CAFFE GRAZIE,9.0,EAST   84 STREET
1303,50072000,2019-05-02,PROSPECT PIZZA,21.0,FLATBUSH AVE
1304,50087532,2019-05-02,IPIZZANY/KRISPY KRUNCHY CHICKEN,4.0,9TH AVE
1305,40812973,2019-05-01,LUNELLA RESTAURANT,12.0,MULBERRY STREET
1306,41076408,2019-05-01,ETCETERA ETCETERA,12.0,WEST   44 STREET
1307,40698807,2019-05-01,MAMA MIA 44 SW,9.0,9 AVENUE
1308,41418341,2019-05-01,DAISY'S PIZZA WINGS & BURGERS,8.0,LONGWOOD AVENUE
1309,50065554,2019-05-01,GOOD PIZZA,17.0,FLUSHING AVE
1310,40928150,2019-05-01,TONY'S DI NAPOLI,12.0,WEST 43RD STREET
1311,50086469,2019-05-01,QUICK & PAY PIZZA,11.0,LEXINGTON AVE
1312,41691396,2019-05-01,SAM'S,7.0,NORTHERN BOULEVARD
1314,41674445,2019-05-01,VESUVIO PIZZA,11.0,ALLERTON AVENUE
1315,50077783,2019-05-01,Food Junction,10.0,ROOSEVELT AVE
1316,50073648,2019-04-30,LIONS & TIGERS & SQUARES DETROIT PIZZA,11.0,W 23RD ST
1317,41235305,2019-04-30,Da Gennaro,12.0,MULBERRY STREET
1318,41364268,2019-04-30,LAVAGNA,4.0,EAST    5 STREET
1319,41399771,2019-04-30,MAREA RESTAURANT,11.0,CENTRAL PARK SOUTH
1320,50068084,2019-04-30,99 CENTS HOT PIZZA,7.0,WILLIS AVE
1321,40553657,2019-04-30,LENNY'S PIZZA,12.0,5 AVENUE
1322,50008323,2019-04-30,VIA CAROTA,11.0,GROVE ST
1323,41223224,2019-04-30,SIRICO'S CATERING,27.0,13 AVENUE
1324,40858719,2019-04-30,BAR TOTO,13.0,11 STREET
1325,41636059,2019-04-29,REGGIANO'S BRICK OVEN PIZZA,12.0,AMBOY ROAD
1326,40394555,2019-04-29,LUIGI'S RESTAURANT,9.0,UNION TURNPIKE
1327,41639363,2019-04-29,BOTTEGA RESTAURANT,9.0,2 AVENUE
1328,50002097,2019-04-29,PANINO RUSTICO,10.0,17 AVENUE
1329,41158746,2019-04-29,BROTHERS PIZZA,13.0,14 STREET
1330,40536591,2019-04-29,PORTOBELLO CAFE,17.0,HYLAND BLVD.
1331,50080928,2019-04-29,PICCOLO'S,10.0,BAY PKWY
1332,41574441,2019-04-29,PRINCESS PIZZA & RESTAURANT,11.0,5 AVENUE
1333,40399329,2019-04-29,ARTE RESTAURANT,11.0,EAST    9 STREET
1334,50077005,2019-04-26,ANGELO'S PIZZA,13.0,MASPETH AVE
1335,40861946,2019-04-26,SUPPER,25.0,EAST    2 STREET
1337,50037168,2019-04-26,MISTER PIZZA,10.0,E 149TH ST
1338,40394028,2019-04-26,SALVI RESTAURANT,8.0,QUENTIN ROAD
1339,40614489,2019-04-26,FRESH MEADOW'S PIZZA & RESTAURANT,10.0,69 AVENUE
1340,41436770,2019-04-25,PIZZA HAVEN,10.0,BROADWAY
1341,41515868,2019-04-25,BAR BRACE,7.0,LAGUARDIA AIRPORT
1343,50004837,2019-04-25,CHUCK E. CHEESE'S,12.0,EXTERIOR ST
1344,50005897,2019-04-25,TI AMO PIZZA,4.0,VICTORY BLVD
1345,50033478,2019-04-25,FRESCOS PIZZERIA,9.0,W 187TH ST
1346,41414123,2019-04-25,SALVATORES OF SOHO,12.0,RIVERDALE AVENUE
1347,50073759,2019-04-24,LA VERA PIZZA,11.0,3RD AVE
1348,41183271,2019-04-24,TASTE OF ARTICHOKE,2.0,LAGUARDIA AIRPORT
1349,40548730,2019-04-24,RAY'S PIZZA RESTUARANT,11.0,EAST  138 STREET
1350,50075836,2019-04-24,DOMINO'S,3.0,VICTORY BLVD
1351,41629922,2019-04-24,SOTTO 13,12.0,WEST   13 STREET
1352,41480432,2019-04-24,GINO'S PIZZA,13.0,CATHERINE STREET
1353,50062832,2019-04-24,EVELINAS,8.0,DEKALB AVE
1354,41546229,2019-04-24,JOE'S PIZZA,8.0,MIDDLETOWN ROAD
1355,50004437,2019-04-23,18 EAST GUNHILL PIZZA,5.0,E GUN HILL RD
1356,40394357,2019-04-23,ABITINO'S PIZZA,46.0,2 AVENUE
1357,40365841,2019-04-23,PARKSIDE RESTAURANT,12.0,CORONA AVENUE
1358,40730270,2019-04-23,NOT JUST PIZZA,2.0,FULTON STREET
1359,40576196,2019-04-23,MARIELLA PIZZA,12.0,LEXINGTON AVENUE
1360,50054464,2019-04-23,NORTHERN FRIED CHICKEN & BURGERS,12.0,NORTHERN BLVD
1361,40633087,2019-04-23,BABBO RISTORANTE E ENOTECA,7.0,WAVERLY PLACE
1362,50046131,2019-04-23,PIZZA HUT,9.0,PITKIN AVE
1363,50088559,2019-04-23,TWO BOOTS,9.0,AVENUE A
1364,50049271,2019-04-23,TONY'S PIZZA,13.0,KNICKERBOCKER AVE
1365,41246521,2019-04-23,ORIGINAL MIKE'S PIZZA,13.0,FULTON STREET
1366,50037525,2019-04-22,BRADO THIN CRUST PIZZA,4.0,ATLANTIC AVE
1367,41525379,2019-04-22,BAR ITALIA,12.0,MADISON AVENUE
1368,41588040,2019-04-22,CASA NONNA,13.0,WEST   38 STREET
1369,40369716,2019-04-20,FERDINANDO'S RESTAURANT,8.0,UNION STREET
1370,41358275,2019-04-20,NAPOLI'S BEST PIZZA,12.0,EAST TREMONT AVENUE
1371,41486460,2019-04-20,RIVER DELI,24.0,COLUMBIA PLACE
1372,41477916,2019-04-19,PIZZA BY CERTE,11.0,EAST   56 STREET
1373,40737436,2019-04-19,BAR VELOCE,10.0,SECOND AVENUE
1374,50082400,2019-04-18,BARDOLINO PIZZA II,13.0,AMSTERDAM AVE
1375,40667358,2019-04-18,COPPOLA'S,13.0,3 AVENUE
1376,41642227,2019-04-18,CROSBY PIZZA STOP,5.0,CROSBY AVENUE
1377,40365789,2019-04-18,PATSY'S ITALIAN RESTAURANT,12.0,WEST   56 STREET
1378,50073253,2019-04-18,NEAPOLITAN EXPRESS,12.0,7TH AVE
1379,50054385,2019-04-18,SABA'S PIZZA,9.0,LEXINGTON AVE
1380,41273072,2019-04-18,ACE PIZZA,11.0,MYRTLE AVENUE
1381,50069594,2019-04-18,Tomato & Pesto Pizzeria,12.0,QUEENS BLVD
1382,41705628,2019-04-18,PIZZA MIA,12.0,TOMPKINS AVENUE
1383,50058886,2019-04-18,DOMINO'S,9.0,LEFFERTS BLVD
1384,50089075,2019-04-17,2 BROS PIZZA,9.0,W 46TH ST
1386,41694170,2019-04-17,ANTICA PESA,23.0,BERRY STREET
1387,50057006,2019-04-17,ARTICHOKE BASILLE'S PIZZA,13.0,WYCKOFF AVE
1388,41701789,2019-04-17,FLACO'S PIZZERIA,13.0,BROADWAY
1389,50086906,2019-04-17,KEEP IT HALAL,5.0,CONEY ISLAND AVE
1390,50081076,2019-04-17,DIA,10.0,2ND AVE
1391,41168057,2019-04-17,RISTORANTE GRIFONE,9.0,EAST 46 STREET
1392,50066109,2019-04-17,KORONET PIZZA,13.0,BROADWAY
1393,50057156,2019-04-17,STORICO/PARLIAMENT CAFE,2.0,CENTRAL PARK W
1394,50008557,2019-04-17,OVOSODO,7.0,QUEENS BLVD
1395,41434590,2019-04-17,620 ON CATON,9.0,CATON AVENUE
1396,50061128,2019-04-17,TRAMONTI,12.0,SAINT MARKS PL
1397,41626598,2019-04-17,SAL'S FAMILY PIZZA,13.0,BROOME STREET
1398,40752011,2019-04-16,CAFE AMORE'S RESTAURANT,10.0,CHAMBERS STREET
1399,50077944,2019-04-16,SLICE PIZZA,9.0,3RD AVE
1400,40731341,2019-04-16,VILLA RUSTICA RISTORANTE,9.0,BELL BOULEVARD
1401,50075833,2019-04-16,DOMINO'S,4.0,VICTORY BLVD
1402,50087744,2019-04-16,JOE'S PIZZA,5.0,FULTON ST
1403,41641108,2019-04-16,LITTLE CAESARS,7.0,SUTPHIN BLVD
1404,50034651,2019-04-16,PIZZA STUDIO,7.0,GATEWAY DR
1405,41522082,2019-04-15,LINCOLN RISTORANTE,6.0,WEST   65 STREET
