,camis,inspection_date,dba,score_y,street
0,50059594,2019-09-06,PICCOLA CUCINA,9.0,THOMPSON ST
1,40388419,2019-09-06,FAMOUS FAMIGLIA PIZZERIA,5.0,BROADWAY
2,40567158,2019-09-06,CAFFE NAPOLI,75.0,HESTER STREET
3,50083171,2019-09-05,AUNT JAKE'S,28.0,MULBERRY ST
4,50061111,2019-09-05,PIZZA STOP,9.0,FREDERICK DOUGLASS BLVD
5,50045409,2019-09-05,RIOSSI PIZZA,2.0,BROADWAY
6,50089280,2019-09-05,DOMINOS PIZZA,2.0,STANTON ST
7,40398586,2019-09-05,JOSEPH'S RISTORANTE,55.0,HANOVER SQUARE
8,40393591,2019-09-05,DON GIOVANNI RESTAURANT,17.0,10 AVENUE
9,50013172,2019-09-05,RIVERDALE PIE GUYS,12.0,MOSHOLU AVENUE
10,50078216,2019-09-05,FAMILY PIZZA,49.0,FLATBUSH AVE
12,41570817,2019-09-05,PATZERIA FAMILY & FRIENDS,7.0,WEST   48 STREET
14,40542345,2019-09-05,TOWNE DELI & PIZZA,9.0,ARTHUR KILL ROAD
15,41385659,2019-09-05,TONY & TINA'S PIZZA,19.0,ARTHUR AVENUE
16,50052920,2019-09-05,ROYAL PIZZERIA,2.0,MYRTLE AVE
17,50094533,2019-09-05,AMICI RISTORANTE,11.0,MULBERRY ST
18,50078195,2019-09-05,99 CENTS FRESH & HOT PIZZA,12.0,BROADWAY
19,50096160,2019-09-05,LA VERA PIZZA,18.0,BROADWAY
21,40872794,2019-09-05,DA FRANCESCO,39.0,GRAHAM AVENUE
22,41177892,2019-09-04,LAKE COMO PIZZA,36.0,AMSTERDAM AVENUE
23,41650772,2019-09-04,MARINARA PIZZA,30.0,LEXINGTON AVENUE
24,50049300,2019-09-04,ABITINO'S PIZZA,41.0,10TH AVE
25,50043804,2019-09-04,DEE & L'S PIZZA PLUS,17.0,ROCKAWAY BLVD
26,50041320,2019-09-04,A & L PIZZA RESTAURANT,5.0,18TH AVE
27,50036444,2019-09-04,ARTURO'S PIZZA,16.0,YORK AVE
28,40856208,2019-09-04,ROCCO PIZZA,10.0,DEKALB AVENUE
29,40370436,2019-09-04,ROSSINI'S,12.0,EAST   38 STREET
30,50073744,2019-09-04,LA GUSTO PIZZA,2.0,8TH AVE
31,41656677,2019-09-04,TONY'S DI NAPOLI,4.0,3 AVENUE
33,41642251,2019-09-04,LITTLE CAESARS,54.0,EAST  167 STREET
34,40385852,2019-09-04,SAM'S PLACE,12.0,EAST   39 STREET
35,50058620,2019-09-04,ANGELINA'S KITCHEN,12.0,MARSH AVE
36,41530819,2019-09-04,FRANK & DANNY'S PIZZERIA,10.0,AMBOY ROAD
37,50070925,2019-09-04,PAPA JOHN'S PIZZA,10.0,1ST AVE
38,41084188,2019-09-04,UVA,11.0,2 AVENUE
39,41372224,2019-09-04,DIWINE,38.0,31 AVENUE
40,50078228,2019-09-04,PAPA JOHN'S PIZZA,44.0,NORTHERN BLVD
41,50082974,2019-09-03,SOHO 99 CENTS CHEESE PIZZA,34.0,W 14TH ST
42,40384458,2019-09-03,DREAM PIZZA,3.0,JUNCTION BOULEVARD
43,50086573,2019-09-03,MIKE'S DELI,13.0,ARTHUR AVE
44,50054604,2019-09-03,JUSTIN PIZZA,48.0,RIVER AVE
45,50066620,2019-09-03,Bigoi Venezia,10.0,2ND AVE
46,40394329,2019-09-03,FRANK'S PIZZA RESTAURANT,17.0,FLATBUSH AVENUE
48,50090394,2019-09-03,FAMOUS FAMIGLIA PIZZERIA,7.0,1ST AVE
50,41566307,2019-09-03,FAMOUS FAMIGLIA PIZZERIA,39.0,8 AVENUE
51,41508862,2019-09-03,FARINELLA,8.0,LEXINGTON AVENUE
52,41497405,2019-09-03,COTTA BENE,21.0,3 AVENUE
53,41403336,2019-09-03,PIZZA ON THE RUN,10.0,MERMAID AVENUE
54,40373888,2019-09-03,IL MULINO,8.0,WEST    3 STREET
56,41109381,2019-09-03,DOMINO'S,46.0,ADAM CLAYTON POWELL JR BOULEVARD
57,41029870,2019-09-03,D'ALEO'S PIZZERIA,38.0,JAMAICA AVENUE
58,40796892,2019-09-03,MUZZARELLA PIZZA,11.0,AVENUE A
59,40918579,2019-09-03,PISTICCI RESTAURANT,12.0,LA SALLE STREET
60,41667651,2019-08-31,SBARRO,20.0,BROADWAY
61,41200846,2019-08-31,LUCALI,10.0,HENRY STREET
62,50055470,2019-08-30,NON SOLO PIADA,11.0,W 37TH ST
63,41014851,2019-08-30,CATERINA PIZZA,28.0,FULTON STREET
64,41196869,2019-08-30,LAYLA JONES,10.0,COURT STREET
66,50071429,2019-08-30,DANIELLO'S PIZZERIA & RESTAURANT,3.0,2ND AVE
67,50071051,2019-08-30,DOMINO'S PIZZA,12.0,1ST AVE
68,41668282,2019-08-30,ROSEMARY'S,19.0,GREENWICH AVENUE
69,50097882,2019-08-30,DOMINOS,7.0,NOSTRAND AVE
70,50088814,2019-08-30,I LOVE PANZEROTTI,9.0,VARICK ST
71,50093635,2019-08-30,DOMINOS,5.0,BROADWAY
72,41674131,2019-08-29,GALLI RESTAURANT,17.0,MERCER STREET
73,50059977,2019-08-29,LUIGI'S PIZZA,20.0,AMSTERDAM AVE
74,50080427,2019-08-29,BROADWAY PIZZA,47.0,BROADWAY
75,40379662,2019-08-29,MEZZALUNA,25.0,THIRD AVENUE
77,50067617,2019-08-29,RIBALTA MO',31.0,PENN PLZ
78,40367789,2019-08-29,DANI PIZZA AND RESTAURANT,8.0,LEFFERTS BOULEVARD
79,50095871,2019-08-29,ALPHONSO'S PIZZERIA & TRATTORIA,10.0,GRAND ST
80,41025692,2019-08-29,IL PICCOLO BUFALO,11.0,MULBERRY STREET
81,50085607,2019-08-29,LUV-N-OVEN,18.0,DEKALB AVE
82,50079591,2019-08-29,ANTIKA PIZZERIA,34.0,30TH AVE
83,40541030,2019-08-29,BASTA PASTA RESTAURANT,13.0,WEST 17 STREET
84,41130849,2019-08-29,PATZERIA'S PERFECT PIZZA,12.0,WEST   46 STREET
85,50087151,2019-08-29,ALPHABET 99 CENTS FRESH PIZZA,36.0,AVENUE A
86,50087612,2019-08-29,TWO BROTHERS PIZZA,13.0,PAGE AVE
87,41209002,2019-08-29,TRATTORIA 35,54.0,35 AVENUE
88,50049579,2019-08-29,99 CENTS FRESH PIZZA,8.0,LEXINGTON AVE
89,41547117,2019-08-29,PICCOLI,9.0,PROSPECT PARK SOUTH WEST
90,50066399,2019-08-29,SERAFINA TRIBECA,4.0,READE ST
91,50045887,2019-08-29,SCARR'S PIZZA,12.0,ORCHARD ST
92,50077924,2019-08-29,BODEGA PIZZA,36.0,BROADWAY
94,41572121,2019-08-29,LUKE'S PIZZA,9.0,SOUTHERN BOULEVARD
95,50079543,2019-08-29,DI FARA,17.0,N 3RD ST
96,40581363,2019-08-29,BALLATO'S RESTAURANT,13.0,EAST HOUSTON STREET
97,50073245,2019-08-29,ANGELETTO,9.0,2ND AVE
99,50078920,2019-08-28,TATOS PIZZA,13.0,18TH AVE
100,50054739,2019-08-28,GRANO,38.0,5TH AVE
101,40402007,2019-08-28,GRAND AVENUE PIZZA,12.0,30 AVENUE
102,50093899,2019-08-28,NONNAS PIZZERIA,36.0,NASSAU AVE
103,40399996,2019-08-28,VILLA MONTE PIZZERIA,32.0,ARDEN AVENUE
104,50055715,2019-08-28,SALUGGI'S,31.0,GRAND ST
105,50091818,2019-08-28,DOMINO'S,12.0,E 167TH ST
106,41716200,2019-08-28,LITTLE CAESARS,33.0,EAST  149 STREET
107,50047029,2019-08-28,3 BROS 99 CENT PIZZA,26.0,30TH AVE
108,50057641,2019-08-28,NORMA,13.0,3RD AVE
109,41454767,2019-08-28,OLD FULTON RESTAURANT,11.0,OLD FULTON STREET
110,40731374,2019-08-28,PIZZA DEN,18.0,18 AVENUE
111,40387399,2019-08-28,ARTURO'S PIZZA,13.0,BROADWAY
112,50089474,2019-08-28,THE COPPOLA CAFE,59.0,W 4TH ST
113,50063282,2019-08-28,BOND 45 ITALIAN KITCHEN AND BAR,7.0,W 46TH ST
114,40512865,2019-08-28,CONNOLLY'S PUB,12.0,EAST   47 STREET
115,50011944,2019-08-28,ANCHOR WINEBAR,53.0,BROADWAY
117,40389138,2019-08-28,RIVOLI PIZZA RESTAURANT,13.0,7 AVENUE SOUTH
118,50045670,2019-08-28,DOMINO'S,43.0,NOSTRAND AVE
119,50061344,2019-08-28,PORTOFINO PIZZA,12.0,GUNTON PL
121,40585479,2019-08-28,CASANOVA RESTAURANT,20.0,MC GUINESS BOULEVARD
122,41702826,2019-08-27,NINOS 46,10.0,WEST   46 STREET
123,41564170,2019-08-27,LIDO,2.0,FREDERICK DOUGLAS BOULEVARD
124,40398306,2019-08-27,LA GIOCONDA,4.0,EAST   53 STREET
125,50093641,2019-08-27,DOMINOS,21.0,4TH AVE
126,50041154,2019-08-27,FAHR FRESH AND HOT PIZZA,55.0,ORCHARD ST
127,50035534,2019-08-27,DUE FRATELLI,27.0,DEKALB AVE
128,50089827,2019-08-27,LUIGI'S PIZZA RESTURANT,13.0,AVENUE U
129,41529148,2019-08-27,THE ORIGINAL VINCENT'S ESTABLISH 1904,10.0,MOTT STREET
130,50091825,2019-08-27,Domino's Pizza,10.0,BRONXWOOD AVE
131,50093649,2019-08-27,DOMINO'S,5.0,CORTELYOU RD
132,50045454,2019-08-27,LITTLE CAESARS,22.0,BROADWAY
133,41719692,2019-08-27,GOOD FELLAS PIZZA,21.0,40 AVENUE
134,40617736,2019-08-27,BOTTINO,12.0,10 AVENUE
135,50046034,2019-08-27,LEO'S PIZZA,27.0,MERMAID AVE
136,40365355,2019-08-27,NEW CORNER,12.0,8 AVENUE
138,50074284,2019-08-27,SALUMERIA ROSI,12.0,AMSTERDAM AVE
139,40641437,2019-08-27,MARUZZELLA,28.0,FIRST AVENUE
140,40673117,2019-08-27,10TH AVENUE PIZZA & CAFE,11.0,10TH AVE BET 24 & 25 ST )
141,40704635,2019-08-27,BEN'S PIZZA,8.0,MACDOUGAL ST
142,40712781,2019-08-27,LUPA OSTERIA ROMANA,38.0,THOMPSON STREET
143,50073562,2019-08-27,ITALIAN VILLAGE,32.0,1ST AVE
144,50073262,2019-08-27,BROADWAY PIZZA,10.0,BROADWAY
145,40791157,2019-08-27,LA PIAZZA PIZZERIA & RESTAURANT,13.0,RICHMOND AVENUE
146,40854950,2019-08-27,RISTORANTE SETTEPANI,23.0,LENOX AVENUE
147,50070443,2019-08-27,PAPA JOHN'S PIZZA,20.0,WHITE PLAINS RD
148,50060077,2019-08-27,LUNA PIZZERIA,33.0,KINGS HWY
149,50095664,2019-08-27,VIA CARAMICO,12.0,NORTHERN BLVD
150,50047502,2019-08-27,ANNABELLE'S,5.0,86TH ST
151,40393761,2019-08-27,SAN PIETRO,9.0,EAST   54 STREET
152,50080711,2019-08-27,GEMELLI,10.0,STARR ST
153,41110540,2019-08-27,PIZZA CENTRAL OF BROOKLYN,23.0,MCDONALD AVENUE
154,50065915,2019-08-27,LEVANTE,5.0,JACKSON AVE
155,40739378,2019-08-26,TOM'S DELICIOUS PIZZA,37.0,BROADWAY
156,40931569,2019-08-26,JOE'S PIZZA,20.0,EAST  233 STREET
157,50093325,2019-08-26,&PIZZA,9.0,WALL ST
158,50096268,2019-08-26,TWIST PIZZA CORP,28.0,CHURCH AVE
160,50094962,2019-08-26,NOLITA PIZZA,45.0,2ND AVE
161,50094925,2019-08-26,3 LUIGI'S PIZZA,22.0,GRAND AVE
164,40622601,2019-08-26,A-1 PIZZA SHOP,10.0,GRAND STREET
165,50093431,2019-08-26,CURRY ON PIZZA,5.0,JAMAICA
166,50078363,2019-08-26,RACO CALIENDO PIZZA,7.0,FULTON ST
167,50013798,2019-08-26,IL MULINO PRIME,10.0,W BROADWAY
168,50072884,2019-08-26,VORFI PIZZA AND BUREK,18.0,ASTOR AVE
169,50082929,2019-08-26,GIANNI'S,8.0,NORTHERN BLVD
170,50082980,2019-08-26,ZIA MARIA LITTLE ITALY,10.0,MULBERRY ST
171,40397190,2019-08-26,FRANKIE BOY'S PIZZA & SALAD,20.0,BROADWAY
172,50074198,2019-08-24,TUSCANY GRILL,33.0,3RD AVE
174,50079182,2019-08-24,PIZZA SECRET,30.0,5TH AVE
176,50091815,2019-08-23,DOMINO'S,12.0,KINGSBRIDGE AVE
177,50087028,2019-08-23,FIASCHETTERIA PISTOIA,7.0,CHRISTOPHER ST
178,50089071,2019-08-23,PIZZA NY PATINA,11.0,W 34TH ST
179,41288962,2019-08-23,WEST 190TH PIZZA,12.0,ST NICHOLAS AVENUE
180,50089406,2019-08-23,MARIO'S PIZZERIA,2.0,101ST AVE
181,50033801,2019-08-23,BABBALUCCI'S,10.0,LENOX AVE
182,50093656,2019-08-23,DOMINOS,12.0,4TH AVE
183,50092436,2019-08-23,RESCA,27.0,9TH AVE
184,41702705,2019-08-22,ZZ'S PIZZA & GRILL,27.0,RICHMOND TERRACE
185,50073328,2019-08-22,F&F 99 CENTS PIZZA,10.0,3RD AVE
186,50057422,2019-08-22,BELLA NAPOLI,18.0,ALLERTON AVE
187,41164361,2019-08-22,BEST ITALIAN PIZZA,9.0,EAST FORDHAM ROAD
188,50094449,2019-08-22,RUSS PIZZA,5.0,MANHATTAN AVE
189,50062714,2019-08-22,NEW PIZZA PLACE,7.0,HOLLIS AVE
190,50069935,2019-08-22,TONYS PIZZERIA,12.0,E KINGSBRIDGE RD
191,41217591,2019-08-22,ITALIANISSIMO RESTAURANT CAFE BAR,5.0,MCCLEAN AVENUE
192,40388639,2019-08-22,GLENDALE PIZZA,7.0,MYRTLE AVENUE
193,41353366,2019-08-22,VESTA TRATTORIA & WINE BAR,18.0,30 AVENUE
194,50072344,2019-08-22,JEROME'S PIZZA & PASTA,12.0,BEDFORD PARK BLVD E
196,50042702,2019-08-22,THE CORNER PIZZA SHOP,19.0,JEROME AVE
197,41535608,2019-08-22,PRONTO PIZZA,7.0,WEST   48 STREET
198,50074784,2019-08-22,PASTARIFIC PIZZA AND RESTAURANT,8.0,E 181ST ST
199,50004280,2019-08-22,PIZZA HUT,13.0,NORTHERN BLVD
200,50060049,2019-08-22,TRADITA BRICK OVEN PIZZA,20.0,E 204TH ST
201,50092385,2019-08-22,JOEY PEPPERONI'S PIZZA,12.0,BROADWAY
202,41692397,2019-08-22,LA BELLA VITA,22.0,MULBERRY STREET
203,40577362,2019-08-21,GINO'S PIZZA,2.0,FLATBUSH AVENUE
204,50070932,2019-08-21,PAPA JOHN'S PIZZA NE HARLEM,20.0,LENOX AVE
205,40782328,2019-08-21,CHARLES PIZZERIA,35.0,5 AVENUE
206,50062657,2019-08-21,PERIZIA KOSHER PIZZA,11.0,E 16TH ST
207,41684752,2019-08-21,VICTORIO'S PIZZA PLUS,10.0,WEST  145 STREET
208,50095003,2019-08-21,TWO BROTHERS PIZZA,35.0,BUHRE AVE
209,40365577,2019-08-21,V & T RESTAURANT,13.0,AMSTERDAM AVENUE
210,41639505,2019-08-21,GIO'S PIZZA & RESTAURANT,24.0,E 141ST ST
211,41022993,2019-08-21,POSTO,10.0,2 AVENUE
212,41608836,2019-08-21,PONTE VECCHIO,11.0,4 AVENUE
213,50073147,2019-08-21,A SLICE OF NEW YORK,39.0,8TH AVE
214,50005180,2019-08-21,J & B YUMMY PIZZA,24.0,5TH AVE
215,50016565,2019-08-21,HARLEM PIZZA CO.,18.0,W 116TH ST
216,41411423,2019-08-21,BEST PIZZA,13.0,HAVEMEYER STREET
217,50054964,2019-08-21,GEO'S PIZZERIA,11.0,JAMAICA AVE
218,41665851,2019-08-21,FRATELLI RESTAURANT,5.0,EASTCHESTER ROAD
219,50088025,2019-08-21,PIZZA BY LUCILLE'S,10.0,MACOMBS PL
220,41314872,2019-08-21,GIOVANNI'S,28.0,EAST  167 STREET
221,50093645,2019-08-21,DOMINOS,2.0,GRAHAM AVE
222,50086385,2019-08-20,$1 PIZZA,34.0,6TH AVE
223,50073048,2019-08-20,IPIZZA NY,31.0,WEST 125TH STREET
224,50093370,2019-08-20,PIZZA BOSS,13.0,ARTHUR KILL RD
225,50001189,2019-08-20,CENT'ANNI,30.0,FRANKLIN AVE
226,50073615,2019-08-20,PIZZA MERCATO,24.0,WAVERLY PL
227,50043009,2019-08-20,NISHI,25.0,8TH AVE
229,50092973,2019-08-20,MILAN PIZZA & CHICKEN,58.0,GRAHAM AVE
230,50093208,2019-08-20,TORINO PIZZA,33.0,RICHMOND RD
231,41540355,2019-08-20,LITTLE CAESARS,9.0,WEST KINGSBRIDGE ROAD
233,41718923,2019-08-20,IL CORALLO,7.0,PRINCE STREET
234,50087577,2019-08-20,THREE BROTHERS FAMOUS PIZZA,17.0,BROAD ST
235,40980377,2019-08-20,LITTLE TONINO'S PIZZA & CAFE,9.0,GREENWOOD AVE
236,40605511,2019-08-20,DOMINO'S,22.0,WEST  125 STREET
237,50094598,2019-08-20,DA ANDREA,7.0,W 13TH ST
238,50091737,2019-08-20,DOMINO'S PIZZA,7.0,E TREMONT AVE
239,40363945,2019-08-20,DOMINO'S,11.0,WEST   72 STREET
240,40395597,2019-08-20,ELMHURST FAMOUS PIZZA,8.0,BROADWAY
241,40375286,2019-08-20,LA VILLA DE PIZZA & RESTAURANT,28.0,153 AVENUE
242,50015128,2019-08-19,ALIDORO,13.0,E 39TH ST
243,41583046,2019-08-19,RUCOLA,24.0,DEAN STREET
244,50092806,2019-08-19,Union St. Pizza,37.0,4TH AVE
245,50093795,2019-08-19,DOMINO'S,11.0,NORTHERN BLVD
246,50043387,2019-08-19,LINDA PIZZA,18.0,3RD AVE
247,50093640,2019-08-19,DOMINOS,13.0,QUEENS BLVD
249,41511273,2019-08-19,BETTOLONA,9.0,BROADWAY
250,50089510,2019-08-19,ROSA'S PIZZA,25.0,METROPOLITAN AVE
251,50091873,2019-08-19,Domino's Pizza,22.0,BOSTON RD
252,50091852,2019-08-19,SUSANO'S PIZZERIA & RESTAURANT 2,31.0,35TH AVE
253,50000901,2019-08-19,NOT RAY'S PIZZERIA,7.0,FULTON ST
254,50091821,2019-08-19,DOMINO'S PIZZA,36.0,WEBSTER AVE
255,50058702,2019-08-19,ROMA PIZZA & PASTA,47.0,36TH AVE
256,41614253,2019-08-19,LINDA'S PIZZA,11.0,KATONAH AVENUE
257,50093792,2019-08-19,DOMINOS,41.0,STEINWAY ST
258,50014114,2019-08-19,OLIVE GARDEN,12.0,BAYCHESTER AVE
259,50091817,2019-08-19,Domino's Pizza,11.0,WESTCHESTER AVE
260,50057819,2019-08-19,FRATELLI'S PIZZERIA,26.0,18TH AVE
261,40664304,2019-08-19,SOTTO VOCE RESTAURANT,65.0,7 AVENUE
262,50071458,2019-08-17,SBARRO PIZZA,48.0,CLARKSON AVE
263,40400492,2019-08-16,AVELLINO RESTAURANT,4.0,64 AVENUE
264,40752437,2019-08-16,SANPANINO,6.0,HUDSON STREET
265,50077401,2019-08-16,CENTRO PIZZA,12.0,2ND AVE
266,50089977,2019-08-16,MIDICI OF WILLIAMSBURG,12.0,N 4TH ST
267,50071622,2019-08-16,LA BELLA PIZZA,5.0,CONEY ISLAND AVE
268,50082864,2019-08-16,10 CORSO COMO,5.0,FULTON ST
269,40843676,2019-08-16,PAZZA NOTTE,37.0,AVENUE OF THE AMERICAS
270,50093504,2019-08-15,DOMINO'S PIZZA,10.0,BEACH 20TH ST
271,41721164,2019-08-15,SOFIA'S PIZZA,3.0,LINDEN BOULEVARD
272,50075628,2019-08-15,PAPA JOHN'S,26.0,NOSTRAND AVE
